row_index_first,strand,ctcfloc,ctcfloc_next,deltactcfloc,Rad21,ctcf,ratio_first,Rad21_next,ctcf_next,ratio_second
124,left,26946,26986.0,40.0,501.3346947776148,4459.790525103069,0.1124121619514918,604.992976098024,4208.039933882495,0.1437707306973759
132,left,26986,27154.0,168.0,604.992976098024,4208.039933882495,0.1437707306973759,41.32294417119682,1141.0500841818866,0.036214838195139
172,left,27154,27203.0,49.0,41.32294417119682,1141.0500841818866,0.036214838195139,671.0625401482249,4572.575016244483,0.1467581259496487
71,right,27903,27918.0,15.0,10.763359891084455,467.2016092713245,0.0230379341112964,574.229804124601,3315.397481709519,0.1732008928921882
70,right,27918,27935.0,17.0,574.229804124601,3315.397481709519,0.1732008928921882,310.3319354560359,2706.9704301236684,0.1146417899518238
36,right,27935,28279.0,344.0,310.3319354560359,2706.9704301236684,0.1146417899518238,661.0545977507406,4042.1699232143383,0.1635395370081496
117,left,28449,28664.0,215.0,11.138389852446286,332.9004205996004,0.0334586235499026,500.8900163948573,2953.183505544723,0.169610190309683
49,right,29615,29679.0,64.0,1127.8704633704376,4374.302950454949,0.2578400435784023,503.5902321166624,4956.464943980441,0.1016027022905237
35,right,5,55.0,50.0,126230.0,176830.50000000003,0.713847441476442,10422.0,97303.55555555563,0.1071081107005338
205,left,121,383.0,262.0,7820.0,72798.74501992033,0.1074194341929956,43123.0,120368.83157894747,0.3582571952749786
114,left,383,475.0,92.0,43123.0,120368.83157894747,0.3582571952749786,75728.0,163936.609375,0.4619346483296754
190,left,475,503.0,28.0,75728.0,163936.609375,0.4619346483296754,119380.0,159546.31578947365,0.7482466731323689
147,left,503,542.0,39.0,119380.0,159546.31578947365,0.7482466731323689,47434.0,81190.65758754853,0.5842297797483847
72,right,595,683.0,88.0,4594.0,31738.80769230779,0.1447439375964145,111141.0,127710.91666666674,0.8702545005614889
118,left,1501,1504.0,3.0,110734.0,157475.91791044775,0.7031805336925955,48256.0,100851.30635838142,0.4784866130391934
155,left,1978,2459.0,481.0,163446.0,174110.03076923089,0.9387511981813086,4912.0,24559.791666666744,0.2000016965399062
161,left,2459,2506.0,47.0,4912.0,24559.791666666744,0.2000016965399062,14348.0,65041.10344827582,0.220598963414117
128,left,2663,2738.0,75.0,22484.0,70582.02547770705,0.3185513570604664,1749.0,15344.02222222223,0.1139857577543769
81,right,2933,3054.0,121.0,79216.0,133263.56521739135,0.5944310425041971,8148.0,63153.75000000003,0.1290184668368861
105,right,3788,3807.0,19.0,244597.0,194570.7766990291,1.2571106727828594,24242.0,89818.66666666666,0.2698993527700256
18,right,4161,4171.0,10.0,49173.0,123286.40458015275,0.3988517644541328,45885.0,111682.42105263165,0.4108524830275318
17,right,4447,4448.0,1.0,38146.0,109574.45512820518,0.348128584854637,10966.0,55247.37293729364,0.1984890758959078
56,right,4448,4460.0,12.0,10966.0,55247.37293729364,0.1984890758959078,19849.0,77041.6450704226,0.2576398775215188
10,right,4460,4476.0,16.0,19849.0,77041.6450704226,0.2576398775215188,18099.0,81106.256,0.2231517134757151
195,left,4500,4519.0,19.0,8958.0,14735.875,0.6079041794260606,7301.0,70164.69146608308,0.1040551856987674
117,left,4519,4548.0,29.0,7301.0,70164.69146608308,0.1040551856987674,61826.0,151569.00000000003,0.4079066299837037
180,left,4548,4577.0,29.0,61826.0,151569.00000000003,0.4079066299837037,9552.0,60729.66666666679,0.1572872127296375
113,left,4577,4638.0,61.0,9552.0,60729.66666666679,0.1572872127296375,1779.0,45160.69154228857,0.039392665152927
213,left,4638,4654.0,16.0,1779.0,45160.69154228857,0.039392665152927,59646.0,148963.9651416121,0.4004055607898039
211,left,4654,4660.0,6.0,59646.0,148963.9651416121,0.4004055607898039,122243.0,146019.12500000003,0.8371711582301289
12,right,4852,4962.0,110.0,171136.0,203784.5628140704,0.8397888320723372,9038.0,56666.71244635192,0.1594939887955657
4,right,4962,5290.0,328.0,9038.0,56666.71244635192,0.1594939887955657,35528.0,74918.84112149522,0.4742198286594497
184,left,5444,5812.0,368.0,108301.0,158430.14814814815,0.683588327511552,35901.0,94309.6,0.3806717449761211
194,left,5812,5848.0,36.0,35901.0,94309.6,0.3806717449761211,41389.0,83919.55932203401,0.4931984907257831
48,right,6056,6235.0,179.0,100622.0,167212.10460251043,0.6017626549178027,50690.0,168270.24066390036,0.3012416206217188
88,right,6523,6852.0,329.0,32330.0,98158.97142857144,0.3293636794424438,94233.0,147358.75,0.6394801801725382
98,right,6852,6881.0,29.0,94233.0,147358.75,0.6394801801725382,38370.0,92915.86206896552,0.4129542485600617
158,left,7525,7598.0,73.0,56077.0,159306.75675675686,0.3520064129208477,76174.0,117367.6740088106,0.6490202744776364
115,left,7598,7789.0,191.0,76174.0,117367.6740088106,0.6490202744776364,32995.0,79152.70000000007,0.4168524889233086
130,left,7789,7792.0,3.0,32995.0,79152.70000000007,0.4168524889233086,29783.0,79057.75074183982,0.3767246060067569
6,right,7839,7868.0,29.0,7270.0,57259.40000000003,0.1269660527354459,9404.0,34225.258064516216,0.2747678332263564
32,right,7868,7968.0,100.0,9404.0,34225.258064516216,0.2747678332263564,12666.0,47320.83802816909,0.2676622081895549
43,right,8656,8659.0,3.0,16602.0,61598.61261261255,0.2695190572620247,36017.0,83955.13353115717,0.4290029505656552
62,right,8659,9434.0,775.0,36017.0,83955.13353115717,0.4290029505656552,188597.0,175910.81418439723,1.072117145693525
63,right,9434,9987.0,553.0,188597.0,175910.81418439723,1.072117145693525,61469.0,103806.8196721312,0.5921479936881493
20,right,10519,10729.0,210.0,71885.0,119758.22222222223,0.6002510613977791,68528.0,155656.6213592234,0.440251107865508
221,left,10762,10851.0,89.0,87276.0,134727.99999999988,0.6477940739861059,37964.0,101513.80555555563,0.3739786898169567
215,left,10851,10886.0,35.0,37964.0,101513.80555555563,0.3739786898169567,1798.0,24181.94871794882,0.0743529820930209
68,right,10908,10922.0,14.0,52742.0,136336.15915119377,0.3868526172980294,33092.0,109028.4393063584,0.303517139294409
34,right,11470,11642.0,172.0,134708.0,149978.4611111111,0.8981823056592237,6854.0,27279.63636363637,0.2512496834135351
210,left,12106,12523.0,417.0,47270.0,83581.25925925914,0.5655574038837352,23636.0,93840.39800995016,0.2518744645295921
143,left,12523,12558.0,35.0,23636.0,93840.39800995016,0.2518744645295921,98605.0,127049.20207253886,0.7761166413599464
59,right,12677,12727.0,50.0,54827.0,91727.6368876081,0.5977151691717333,120389.0,139511.2426035503,0.8629340385284213
14,right,15114,15132.0,18.0,150342.0,175073.37669376697,0.8587370783564291,73562.0,137885.68750000012,0.5334998964268858
38,right,15132,15139.0,7.0,73562.0,137885.68750000012,0.5334998964268858,26681.0,150952.86585365844,0.1767505363287766
1,right,15139,15232.0,93.0,26681.0,150952.86585365844,0.1767505363287766,551.0,21507.783132530112,0.0256186328737257
209,left,15472,15524.0,52.0,151821.0,171471.9999999999,0.8853981991228893,1978.0,19485.454545454555,0.1015116170570121
149,left,15524,15813.0,289.0,1978.0,19485.454545454555,0.1015116170570121,6095.0,39602.6640625,0.1539037876437053
126,left,15813,15825.0,12.0,6095.0,39602.6640625,0.1539037876437053,1977.0,14547.173457508725,0.1359026896719612
200,left,16141,16186.0,45.0,10388.0,48780.82758620691,0.2129525166755734,1462.0,14322.719626168231,0.1020755860729733
139,left,16379,16557.0,178.0,98974.0,148259.63318777294,0.6675721359343174,1335.0,12360.366972477068,0.108006501989193
50,right,16569,16825.0,256.0,53421.0,89605.32066508305,0.5961811151780948,138879.0,170400.30000000008,0.8150161707461779
171,left,16989,17072.0,83.0,16466.0,48082.71198568861,0.3424515656459011,3042.0,24349.455919395547,0.1249309228949504
46,right,17087,17119.0,32.0,70206.0,127022.15498154992,0.5527067306502356,43145.0,94309.60000000002,0.4574825892592057
168,left,17715,17934.0,219.0,91179.0,130756.75982532756,0.6973176768971806,73226.0,122253.18518518508,0.5989700790951146
27,right,18688,18743.0,55.0,16993.0,49367.84115523474,0.3442119323501781,5811.0,26380.30769230772,0.2202779462536155
133,left,18764,18791.0,27.0,36693.0,93212.97674418596,0.3936469071329028,12126.0,71246.34890965722,0.1701981952138513
25,right,19467,19477.0,10.0,33539.0,70127.65128205117,0.4782564279118263,9113.0,60901.03321033203,0.1496362133714006
86,right,19477,19585.0,108.0,9113.0,60901.03321033203,0.1496362133714006,1909.0,12932.751054852328,0.1476097384000714
65,right,19930,20075.0,145.0,85818.0,126213.5910780668,0.6799426216065674,133997.0,171976.32941176466,0.7791595532846246
124,left,20273,20387.0,114.0,84799.0,154782.93129771002,0.5478575660057589,114638.0,133150.60606060602,0.8609649132788801
201,left,20602,20662.0,60.0,35477.0,55392.68674698805,0.6404636078052134,7194.0,51255.21739130432,0.1403564430344313
106,right,20735,20758.0,23.0,42507.0,90667.07976490332,0.4688250698072466,139389.0,174725.3750000001,0.7977604855619851
37,right,20758,20798.0,40.0,139389.0,174725.3750000001,0.7977604855619851,28657.0,127099.00792751976,0.2254698952201272
216,left,20997,21062.0,65.0,37010.0,97643.77777777774,0.3790308081302331,106930.0,155416.56928838955,0.688021878809985
156,left,21062,21169.0,107.0,106930.0,155416.56928838955,0.688021878809985,24746.0,40037.09433962264,0.618076821212027
218,left,21169,21272.0,103.0,24746.0,40037.09433962264,0.618076821212027,85860.0,133858.7870967742,0.6414222171154657
96,right,21412,21490.0,78.0,89749.0,127979.329690346,0.7012773095245406,106398.0,142212.88888888885,0.74816003550233
196,left,21772,21794.0,22.0,3418.0,20957.688888888897,0.1630905019213313,31397.0,104409.06554878062,0.3007114356878437
217,left,21794,22118.0,324.0,31397.0,104409.06554878062,0.3007114356878437,8103.0,50379.05982905991,0.1608406355238488
91,right,22210,22261.0,51.0,73459.0,131219.4583333333,0.5598178877815061,38396.0,80046.72839506168,0.4796698224879452
170,left,23214,23259.0,45.0,44524.0,125000.87068965509,0.3561895189557648,69025.0,161514.47244094478,0.4273610838510951
163,left,23259,23293.0,34.0,69025.0,161514.47244094478,0.4273610838510951,34252.0,100858.87777777785,0.3396032233817568
174,left,23293,23326.0,33.0,34252.0,100858.87777777785,0.3396032233817568,127131.0,154126.3370370371,0.8248492921067084
164,left,23326,23387.0,61.0,127131.0,154126.3370370371,0.8248492921067084,3540.0,18808.18233618234,0.1882159549883726
206,left,23387,23634.0,247.0,3540.0,18808.18233618234,0.1882159549883726,10919.0,64859.76208178439,0.1683478269043259
212,left,23634,23738.0,104.0,10919.0,64859.76208178439,0.1683478269043259,128420.0,174518.99019607852,0.7358511521050827
55,right,23799,23863.0,64.0,48316.0,86832.36828644508,0.5564284489006889,91170.0,110027.86666666676,0.8286082677236911
108,right,23863,23907.0,44.0,91170.0,110027.86666666676,0.8286082677236911,49959.0,108224.131147541,0.4616253276442695
78,right,23907,24078.0,171.0,49959.0,108224.131147541,0.4616253276442695,41139.0,107359.05402425586,0.3831907832450291
80,right,24078,24459.0,381.0,41139.0,107359.05402425586,0.3831907832450291,12397.0,41792.71571906355,0.2966306397347892
102,right,24459,24485.0,26.0,12397.0,41792.71571906355,0.2966306397347892,30333.0,61890.675,0.4901061428074585
208,left,24733,25041.0,308.0,96524.0,147498.42654028424,0.6544069809018451,177664.0,210235.6170212767,0.8450708900672129
92,right,25189,25356.0,167.0,39530.0,66016.72,0.5987877010551266,21838.0,72937.28057553968,0.2994079272997136
30,right,25356,25382.0,26.0,21838.0,72937.28057553968,0.2994079272997136,66091.0,119054.19801980196,0.5551337214417862
179,left,25432,25443.0,11.0,26617.0,66922.75109170299,0.3977272237886219,26523.0,55514.65373961211,0.4777657467594847
186,left,25443,25493.0,50.0,26523.0,55514.65373961211,0.4777657467594847,16252.0,42986.4198895027,0.3780728900377382
151,left,25493,25514.0,21.0,16252.0,42986.4198895027,0.3780728900377382,3974.0,17205.12972972974,0.2309776248378467
135,left,25514,25610.0,96.0,3974.0,17205.12972972974,0.2309776248378467,13210.0,52245.37499999997,0.252845347554688
39,right,25648,25800.0,152.0,21827.0,79747.0882352941,0.2737027831737172,99515.0,137925.18763796904,0.7215143347218822
95,right,25800,25887.0,87.0,99515.0,137925.18763796904,0.7215143347218822,5445.0,45968.51572327056,0.1184506376664145
42,right,25887,25921.0,34.0,5445.0,45968.51572327056,0.1184506376664145,33909.0,67403.54446727323,0.5030744342601152
44,right,25921,25948.0,27.0,33909.0,67403.54446727323,0.5030744342601152,17579.0,56526.25867507895,0.3109882099405626
36,right,26277,26435.0,158.0,57122.0,85877.94701986748,0.6651533016594479,160366.0,178754.89480048374,0.8971278810518257
121,left,26489,26582.0,93.0,119267.0,151441.7380352645,0.7875437877781596,7208.0,43030.99619771863,0.1675071608121902
24,right,27184,27245.0,61.0,3996.0,26908.98913043485,0.1485005616758902,48453.0,100661.50228310491,0.4813458859746461
89,right,27245,27524.0,279.0,48453.0,100661.50228310491,0.4813458859746461,69764.0,98239.16666666674,0.7101444603730686
214,left,28108,28228.0,120.0,9803.0,62101.18749999997,0.1578552745066268,8358.0,34250.95270270264,0.2440224093194492
144,left,28228,28230.0,2.0,8358.0,34250.95270270264,0.2440224093194492,41164.0,102773.28205128208,0.4005321147519632
103,right,28485,28541.0,56.0,7702.0,48117.1428571428,0.1600676919422839,67575.0,114203.03125,0.5917093378377379
175,left,28597,28602.0,5.0,64124.0,124821.52941176464,0.5137254791075826,48665.0,84736.82105263144,0.574307596101267
82,right,28652,28971.0,319.0,5997.0,35321.94756554307,0.1697811251452662,2127.0,13555.79466119096,0.1569070683911591
7,right,28971,29489.0,518.0,2127.0,13555.79466119096,0.1569070683911591,2565.0,16529.129629629628,0.1551805846692651
204,left,29677,29730.0,53.0,4084.0,23165.56768558952,0.1762961329257867,7343.0,54775.777777777694,0.1340556044642605
111,right,29973,29985.0,12.0,10755.0,51255.21739130433,0.2098322970302069,15810.0,68814.42105263159,0.2297483544605858
35,right,5,55.0,50.0,676.2861717529075,4450.095328309365,0.1519711650783524,55.83660367589956,2448.7297044665306,0.0228022731843586
205,left,121,383.0,262.0,41.89620425499276,1832.044557471319,0.0228685509225933,231.0345289115157,3029.187697164973,0.0762694662756427
114,left,383,475.0,92.0,231.0345289115157,3029.187697164973,0.0762694662756427,405.7181273429785,4125.60921062014,0.0983413858730437
190,left,475,503.0,28.0,405.7181273429785,4125.60921062014,0.0983413858730437,639.5868112482143,4015.123604489651,0.1592944263367229
147,left,503,542.0,39.0,639.5868112482143,4015.123604489651,0.1592944263367229,254.1310169605277,2043.234430896904,0.1243768277969815
72,right,595,683.0,88.0,24.6126806070891,798.7350589273243,0.0308145740342775,595.4457847959272,3213.9577371123205,0.185268704040559
118,left,1501,1504.0,3.0,593.265253449152,3963.02021774814,0.1497002843417882,258.5349402210909,2538.011979151389,0.1018651378893549
155,left,1978,2459.0,481.0,875.6735294963615,4381.632323258454,0.1998509835816521,26.31638814584712,618.0687955985248,0.0425784125218016
161,left,2459,2506.0,47.0,26.31638814584712,618.0687955985248,0.0425784125218016,76.8704269374215,1636.8166724816042,0.0469633699544842
128,left,2663,2738.0,75.0,120.4596235894191,1776.2588571595777,0.0678164801846767,9.370391463169096,386.1458380120297,0.0242664572313147
81,right,2933,3054.0,121.0,424.4053345605507,3353.6950300302465,0.1265485772439848,43.653487502516754,1589.3197601104882,0.0274667745271612
105,right,3788,3807.0,19.0,1310.4457637031285,4896.545021440725,0.2676266138603893,129.87823319047757,2260.365881046026,0.0574589425011025
18,right,4161,4171.0,10.0,263.4478327149308,3102.610992256404,0.0849116545298306,245.83213967267807,2810.586523142758,0.0874664905878051
17,right,4447,4448.0,1.0,204.36989865868975,2757.5377034395647,0.0741131838029894,58.75112223276862,1390.3488154453878,0.0422563903245734
56,right,4448,4460.0,12.0,58.75112223276862,1390.3488154453878,0.0422563903245734,106.34242432958456,1938.820875432438,0.054849019668135
10,right,4460,4476.0,16.0,106.34242432958456,1938.820875432438,0.054849019668135,96.96667529553888,2041.1103905845616,0.0475068255704524
195,left,4500,4519.0,19.0,47.993119912560765,370.8412773591137,0.1294168768221704,39.11562497003864,1765.756279066588,0.0221523351969706
117,left,4519,4548.0,29.0,39.11562497003864,1765.756279066588,0.0221523351969706,331.2371770165195,3814.3674242651696,0.0868393471770307
180,left,4548,4577.0,29.0,331.2371770165195,3814.3674242651696,0.0868393471770307,51.1755170132597,1528.3155672981684,0.0334849150975608
113,left,4577,4638.0,61.0,51.1755170132597,1528.3155672981684,0.0334849150975608,9.531118589467024,1136.508591309523,0.0083863145974857
213,left,4638,4654.0,16.0,9.531118589467024,1136.508591309523,0.0083863145974857,319.55767250553686,3748.809426898228,0.0852424426306299
211,left,4654,4660.0,6.0,319.55767250553686,3748.809426898228,0.0852424426306299,654.9255366679131,3674.699930194855,0.178225582798317
12,right,4852,4962.0,110.0,916.8732495373966,5128.418066795381,0.178782860054607,48.421725582688566,1426.067744694274,0.0339547162207707
4,right,4962,5290.0,328.0,48.421725582688566,1426.067744694274,0.0339547162207707,190.34377810375744,1885.398643769697,0.1009567810673614
184,left,5444,5812.0,368.0,580.2302835063902,3987.03426240063,0.1455292945380981,192.34215204072828,2373.384175098328,0.0810413055158925
194,left,5812,5848.0,36.0,192.34215204072828,2373.384175098328,0.0810413055158925,221.7445010114956,2111.90964733326,0.1049971533069587
48,right,6056,6235.0,179.0,539.0894967449976,4208.039933882495,0.1281094060929249,271.5752677347293,4234.668860133944,0.0641314059503909
88,right,6523,6852.0,329.0,173.21026644039847,2470.256998571729,0.0701183182723686,504.859976414416,3708.412773591137,0.1361390997274345
98,right,6852,6881.0,29.0,504.859976414416,3708.412773591137,0.1361390997274345,205.5699945350476,2338.309532116579,0.087913935991601
158,left,7525,7598.0,73.0,300.43650204696024,4009.094890368799,0.0749387356155401,408.107603953941,2953.6609227545277,0.1381700928532269
115,left,7598,7789.0,191.0,408.107603953941,2953.6609227545277,0.1381700928532269,176.77305107333584,1991.9474326718127,0.0887438333833081
130,left,7789,7792.0,3.0,176.77305107333584,1991.9474326718127,0.0887438333833081,159.56453341770452,1989.557950935543,0.0802009980873756
6,right,7839,7868.0,29.0,38.94954027286412,1440.9832491668428,0.0270298355621997,50.38259652352327,861.3087732211694,0.058495394555311
32,right,7868,7968.0,100.0,50.38259652352327,861.3087732211694,0.058495394555311,67.85899272298444,1190.870580815184,0.0569826762170353
43,right,8656,8659.0,3.0,88.94639169327236,1550.183357609266,0.0573779812927729,192.9636302624136,2112.8049036483603,0.0913305482816737
62,right,8659,9434.0,775.0,192.9636302624136,2112.8049036483603,0.0913305482816737,1010.4217946136664,4426.950624474187,0.2282432943858911
63,right,9434,9987.0,553.0,1010.4217946136664,4426.950624474187,0.2282432943858911,329.3245242135742,2612.390075635163,0.1260625383954208
20,right,10519,10729.0,210.0,385.1289824642142,3013.821174728036,0.1277876025603834,367.14361703147625,3917.2360171525834,0.0937251713769217
221,left,10762,10851.0,89.0,467.5873558259269,3390.548821569037,0.1379090467157887,203.394820759149,2554.684355140564,0.0796164192847839
215,left,10851,10886.0,35.0,203.394820759149,2554.684355140564,0.0796164192847839,9.632912436122377,608.5600448970098,0.0158290254460471
68,right,10908,10922.0,14.0,282.56900317350744,3431.01956347106,0.0823571530112876,177.2927354483658,2743.7967342177203,0.0646158417048023
34,right,11470,11642.0,172.0,721.7076576447014,3774.340111788312,0.1912142616375795,36.72079078819954,686.5160837061281,0.0534886096039642
210,left,12106,12523.0,417.0,253.2523753367657,2103.3960281956047,0.1204016609054919,126.63154523925944,2361.576293630175,0.0536216194161585
143,left,12523,12558.0,35.0,126.63154523925944,2361.576293630175,0.0536216194161585,528.2832762869004,3197.305106350079,0.1652276710276075
59,right,12677,12727.0,50.0,293.7395384512133,2308.4067985466454,0.1272477358133537,644.9926002627012,3510.9233359442715,0.1837102489989941
14,right,15114,15132.0,18.0,805.4679207294274,4405.875772201504,0.1828167570705144,394.1136288242682,3470.0148095745662,0.1135769299130419
38,right,15132,15139.0,7.0,394.1136288242682,3470.0148095745662,0.1135769299130419,142.94534855849898,3798.861865629943,0.0376284670553018
1,right,15139,15232.0,93.0,142.94534855849898,3798.861865629943,0.0376284670553018,2.9520215530052445,541.2623118769851,0.0054539573294291
209,left,15472,15524.0,52.0,813.3917680559151,4315.243954724231,0.1884926499150603,10.597275193909937,490.368631218663,0.0216108342158298
149,left,15524,15813.0,289.0,10.597275193909937,490.368631218663,0.0216108342158298,32.654394492862004,996.635932902618,0.0327646168624071
126,left,15813,15825.0,12.0,32.654394492862004,996.635932902618,0.0327646168624071,10.591917623033336,366.09243678757656,0.0289323584938719
200,left,16141,16186.0,45.0,55.65444626609525,1227.6125043612044,0.0453355159452822,7.832768621585603,360.4438583677368,0.0217308977244227
139,left,16379,16557.0,178.0,530.2602199403649,3731.084292730996,0.142119603401465,7.152357120257716,311.0595249145909,0.0229935319364406
50,right,16569,16825.0,256.0,286.2067937987172,2254.996840948528,0.1269211506648182,744.0540857709898,4288.273680007208,0.1735090018251212
171,left,16989,17072.0,83.0,88.2177620540551,1210.0438102021856,0.0729046017262092,16.29773060660972,612.7755112029707,0.0265965762479881
46,right,17087,17119.0,32.0,376.1336209624069,3196.6244424756105,0.117665877781724,231.15239547080083,2373.3841750983283,0.0973935858745768
168,left,17715,17934.0,219.0,488.4979549572871,3290.609063728032,0.1484521392534708,392.3134850097315,3076.6091158682,0.1275148939091091
27,right,18688,18743.0,55.0,91.041201906022,1242.385218011762,0.0732793666458128,31.132844363908305,663.8836853421901,0.046895028528772
133,left,18764,18791.0,27.0,196.58534817499356,2345.786684690205,0.0838035911184973,64.96590444962177,1792.9771416241233,0.0362335374731961
25,right,19467,19477.0,10.0,179.6875696302049,1764.824130201318,0.1018161337184955,48.82354339843338,1532.6281573513168,0.0318560918799835
86,right,19477,19585.0,108.0,48.82354339843338,1532.6281573513168,0.0318560918799835,10.227602803424704,325.46407464428563,0.0314246751030906
65,right,19930,20075.0,145.0,459.7760174878477,3176.276219462443,0.1447531592720424,717.8984247514405,4327.935848708714,0.1658754773284436
124,left,20273,20387.0,114.0,454.3166527645948,3895.248836993441,0.1166335378756599,614.1812101513888,3350.852313327528,0.1832910414190957
201,left,20602,20662.0,60.0,190.07054198905087,1394.0057654945022,0.1363484618886252,38.5423648862427,1289.882703857786,0.0298805191905977
106,right,20735,20758.0,23.0,227.73426525153164,2281.716944154141,0.0998082894703468,746.7864469180545,4397.118002972351,0.1698354345762938
37,right,20758,20798.0,40.0,746.7864469180545,4397.118002972351,0.1698354345762938,153.5319086106557,3198.558514571924,0.0480003438771554
216,left,20997,21062.0,65.0,198.28369814287493,2457.291696440187,0.080691966049502,572.8850538345749,3911.194895293125,0.1464731544122247
156,left,21062,21169.0,107.0,572.8850538345749,3911.194895293125,0.1464731544122247,132.57844891228274,1007.5687535794788,0.1315825331435555
218,left,21169,21272.0,103.0,132.57844891228274,1007.5687535794788,0.1315825331435555,460.0010354646648,3368.674313042788,0.1365525404707837
96,right,21412,21490.0,78.0,480.8366286037526,3220.712587337437,0.1492951064600459,570.0348261282251,3578.9126449895407,0.1592759820294219
196,left,21772,21794.0,22.0,18.312177256210397,527.4187055774062,0.0347203788234295,168.21165281253298,2627.546123727382,0.0640185347437065
217,left,21794,22118.0,324.0,168.21165281253298,2627.546123727382,0.0640185347437065,43.41239681306987,1267.8334268687668,0.0342414041884726
91,right,22210,22261.0,51.0,393.5617990239787,3302.2532793406785,0.1191797738490115,205.70929137783915,2014.446444913703,0.102117031652659
170,left,23214,23259.0,45.0,238.54048570962888,3145.757042425583,0.0758292781332212,369.8063297571452,4064.65400066052,0.0909810108553029
163,left,23259,23293.0,34.0,369.8063297571452,4064.65400066052,0.0909810108553029,183.50751766521896,2538.2025205912687,0.0722982174103551
174,left,23293,23326.0,33.0,183.50751766521896,2538.2025205912687,0.0722982174103551,681.1133431127219,3878.725063933843,0.1756023775559718
164,left,23326,23387.0,61.0,681.1133431127219,3878.725063933843,0.1756023775559718,18.96580090315529,473.324479364339,0.040069342977202
206,left,23387,23634.0,247.0,18.96580090315529,473.324479364339,0.040069342977202,58.49931640156854,1632.2530572237572,0.0358396120887456
212,left,23634,23738.0,104.0,58.49931640156854,1632.2530572237572,0.0358396120887456,688.0192519726561,4391.924147547154,0.1566555406829847
55,right,23799,23863.0,64.0,258.85639447368675,2185.2130512414287,0.1184581953355208,488.44973681939774,2768.9482042813843,0.1764026268400941
108,right,23863,23907.0,44.0,488.44973681939774,2768.9482042813843,0.1764026268400941,267.6588834239365,2723.555610768573,0.0982755345129173
78,right,23907,24078.0,171.0,267.6588834239365,2723.555610768573,0.0982755345129173,220.4051082923462,2701.785182788341,0.0815775842196603
80,right,24078,24459.0,381.0,220.4051082923462,2701.785182788341,0.0815775842196603,66.4178061571797,1051.7505123763492,0.0631497730456187
102,right,24459,24485.0,26.0,66.4178061571797,1051.7505123763492,0.0631497730456187,162.51119739983318,1557.5333649082777,0.1043388225647438
208,left,24733,25041.0,308.0,517.134171292701,3711.9278567888505,0.1393168701667786,951.8474722198254,5290.764529595405,0.1799073587371719
92,right,25189,25356.0,167.0,211.78477675190075,1661.3689225688297,0.127476067401355,116.99863280313708,1835.5309267846808,0.0637410305083144
30,right,25356,25382.0,26.0,116.99863280313708,1835.5309267846808,0.0637410305083144,354.087216805208,2996.103785396404,0.1181825604744062
179,left,25432,25443.0,11.0,142.60246402239673,1684.169993246628,0.0846722507788524,142.09885235999656,1397.075172322421,0.1017116724820034
186,left,25443,25493.0,50.0,142.09885235999656,1397.075172322421,0.1017116724820034,87.07124188646323,1081.7911295337665,0.0804880346208694
151,left,25493,25514.0,21.0,87.07124188646323,1081.7911295337665,0.0804880346208694,21.290986663598623,432.9822481598303,0.0491728858494432
135,left,25514,25610.0,96.0,21.290986663598623,432.9822481598303,0.0491728858494432,70.77351127985351,1314.8008924550388,0.053828310952621
39,right,25648,25800.0,152.0,116.93969952349453,2006.9057362963797,0.0582686557761798,533.1586657846042,3471.008865347994,0.1536033719496568
95,right,25800,25887.0,87.0,533.1586657846042,3471.008865347994,0.1536033719496568,29.17197342307361,1156.8381985542194,0.0252169866620343
42,right,25887,25921.0,34.0,29.17197342307361,1156.8381985542194,0.0252169866620343,181.669870854546,1696.269582143946,0.1070996454613836
44,right,25921,25948.0,27.0,181.669870854546,1696.269582143946,0.1070996454613836,94.18073843970816,1422.5331017939525,0.066206359852672
36,right,26277,26435.0,158.0,306.03516361300467,2161.1941991789386,0.141604657151713,859.1722111964411,4498.524418943929,0.1909897849122135
121,left,26489,26582.0,93.0,638.9814057391588,3811.164764798953,0.1676603991622142,38.61737087851507,1082.9129316037995,0.0356606424685709
24,right,27184,27245.0,61.0,21.40885322288377,677.1884195253399,0.0316143226989762,259.5903816837806,2533.2353923709293,0.1024738492386301
89,right,27245,27524.0,279.0,259.5903816837806,2533.2353923709293,0.1024738492386301,373.7655746349508,2472.275182394093,0.1511828364806076
214,left,28108,28228.0,120.0,52.520267303285685,1562.8310974419785,0.0336058499150997,44.77857738660224,861.9554014292897,0.0519499933666528
144,left,28228,28230.0,2.0,44.77857738660224,861.9554014292897,0.0519499933666528,220.53904756426115,2586.3801908122805,0.0852693847361236
103,right,28485,28541.0,56.0,41.26401089155426,1210.9102934175128,0.0340768520309594,362.0378519860788,2874.019899533132,0.1259691528388129
175,left,28597,28602.0,5.0,343.5488748909407,3141.2437611595496,0.1093671491333496,260.7261867096193,2132.4767588289446,0.1222644915730747
82,right,28652,28971.0,319.0,32.129352546955445,888.9079307484374,0.0361447473192227,11.395553254522968,341.14351592789086,0.0334039860717496
7,right,28971,29489.0,518.0,11.395553254522968,341.14351592789086,0.0334039860717496,13.74216929847269,415.97011005360895,0.0330364345089642
204,left,29677,29730.0,53.0,21.880319460024356,582.981920739218,0.0375317289981826,39.34064294685574,1378.4807077591277,0.0285391320498117
